score,title,type,genres,studios,main_actors
6.53,Magikano,TV,Comedy Fantasy Harem Magic Romance Shounen,Lantis DAX_Production ADV_Films FUNimation_Entertainment Tokyo_Kids,Inoue_Nana Rikimaru_Noriko Namiki_Noriko Kuwatani_Natsuko Nogawa_Sakura Momoi_Haruko Nakahara_Mai Sakai_Kanako Ichiki_Mitsuhiro Kaneda_Tomoko 
7.67,Aura:_Maryuuin_Kouga_Saigo_no_Tatakai,Movie,Comedy Supernatural Drama Romance School,Sotsu Lantis Pony_Canyon Movic Delfi_Sound Marvelous_AQL Sentai_Filmworks AIC_A.S.T.A.,Hanazawa_Kana Shimazaki_Nobunaga 
7.66,High_School_DxD_BorN:_Yomigaeranai_Fushichou,OVA,Action Ecchi Comedy Harem Romance Demons School,Genco Lantis TNK,Hikasa_Yoko Kaji_Yuki Koyasu_Takehito Nishi_Asuka Uchida_Maaya 
7.94,Zan_Sayonara_Zetsubou_Sensei_Bangaichi,OVA,Comedy Parody School,Shaft,Nonaka_Ai Kamiya_Hiroshi 
7.04,Digimon_Xros_Wars,TV,Action Adventure Comedy Fantasy Shounen,TV_Asahi Flatiron_Film_Company Toei_Animation,Kuwashima_Houko Kusao_Takeshi Shiraishi_Ryoko Takayama_Minami Sakamoto_Chika Kishio_Daisuke 
6.55,Blue_Dragon,TV,Adventure Comedy Fantasy Supernatural,Pony_Canyon Viz_Media Studio_Pierrot,Takatsuka_Masaya Nakajima_Saki Namikawa_Daisuke Hazuki_Erino Uran_Sakiko Nemoto_Keiko Park_Romi Iwamura_Kotomi 
7.22,Yoake_Mae_yori_Ruriiro_na:_Crescent_Love,TV,Comedy Romance School Sci-Fi,Sentai_Filmworks Daume,Chiba_Susumu Nabatame_Hitomi 
7.01,Wakaba*Girl,TV,Comedy School Slice_of_Life,Showgate NBCUniversal_Entertainment_Japan Sentai_Filmworks Nexus,Ozawa_Ari Ichimichi_Mao Murakawa_Rie Izawa_Mikako 
7.81,Lupin_the_Third:_Mine_Fujiko_to_Iu_Onna,TV,Action Adventure Comedy Ecchi Samurai Seinen,Tohokushinsha_Film_Corporation Po10tial Nippon_Television_Network_Corporation FUNimation_Entertainment TMS_Entertainment,Namikawa_Daisuke Kobayashi_Kiyoshi Kurita_Kanichi Sawashiro_Miyuki Kaji_Yuki Yamadera_Kouichi 
7.35,Owari_no_Seraph:_Owaranai_Seraph,Special,Comedy Police Supernatural Vampire Shounen,FUNimation_Entertainment Arms Wit_Studio,Irino_Miyu 
7.25,Code_Geass:_Hangyaku_no_Lelouch_R2_Picture_Drama,Special,Comedy Ecchi Slice_of_Life,Sunrise,Yukana Sakurai_Takahiro Fukuyama_Jun Koshimizu_Ami 
7.56,Carnival_Phantasm_EX_Season,OVA,Comedy Supernatural,Notes Lerche,Yuzuki_Ryouka Canna_Nobutoshi Koshimizu_Ami Nojima_Kenji Kobayashi_Yumiko 
7.26,Hayate_no_Gotoku!_Heaven_Is_a_Place_on_Earth,Movie,Comedy Harem Parody,TV_Tokyo Geneon_Universal_Entertainment Shogakukan_Productions Half_H.P_Studio Shogakukan_Music_&_Digital_Entertainment Sentai_Filmworks Manglobe,Shiraishi_Ryoko Kugimiya_Rie 
6.69,Joshikousei:_Girl,s_High,TV,Comedy Drama Ecchi School Slice_of_Life,Genco Showgate Futabasha Media_Blasters Arms 
7.30,Kyou_no_5_no_2_(TV),TV,Comedy Ecchi School Seinen,Starchild_Records TV_Tokyo_Music Xebec,Mako Akesaka_Satomi Honda_Youko Asumi_Kana Yamato_Megumi Takagaki_Ayahi Shimoda_Asami Kobayashi_Yuu 
6.93,Toaru_Kagaku_no_Railgun:_Entenka_no_Satsuei_Model_mo_Raku_Ja_Arimasen_wa_ne.,OVA,Comedy Ecchi,J.C.Staff,Satou_Rina Itou_Kanae Arai_Satomi Toyosaki_Aki 
7.78,Urusei_Yatsura,TV,Action Adventure Comedy Drama Romance Sci-Fi,Kitty_Films Fuji_TV Animeigo Studio_Pierrot Studio_Deen,Hirano_Fumi Kamiya_Akira Shimazu_Saeko Furukawa_Toshio Caprio_Mino 
8.20,Sekaiichi_Hatsukoi_Movie:_Yokozawa_Takafumi_no_Baai,Movie,Comedy Drama Romance Shounen_Ai,Studio_Deen,Furuya_Toru Horiuchi_Kenyuu 
7.03,Ninin_ga_Shinobuden,TV,Comedy Parody Martial_Arts,Toshiba_Entertainment Happinet_Pictures Nozomi_Entertainment NYAV_Post ufotable,Wakamoto_Norio Seki_Tomokazu Mizuki_Nana Kawasumi_Ayako 
6.85,DNA²,TV,Comedy Romance Sci-Fi,Starchild_Records Movic Nippon_Television_Network_Corporation Central_Park_Media Discotek_Media Madhouse Studio_Deen,Tominaga_Miina Kasahara_Hiroko Nanba_Keiichi 
8.23,Detective_Conan_Movie_08:_Magician_of_the_Silver_Sky,Movie,Adventure Police Comedy Mystery Shounen,TMS_Entertainment,Takayama_Minami Yamaguchi_Kappei Yamaguchi_Kappei Yamazaki_Wakana Kamiya_Akira 
8.20,Saiunkoku_Monogatari_2nd_Season,TV,Adventure Comedy Drama Fantasy Historical Romance,NHK Sogo_Vision Madhouse,Kuwashima_Houko Hiyama_Nobuyuki Morikawa_Toshiyuki Seki_Tomokazu Midorikawa_Hikaru 
6.62,K-On!!:_Ura-On!!,Special,Comedy,Kyoto_Animation,Hikasa_Yoko Toyosaki_Aki Kotobuki_Minako Taketatsu_Ayana Sato_Satomi Sanada_Asami 
8.09,Junjou_Romantica_OVA,OVA,Comedy Drama Romance Shounen_Ai,Romantica_club_!! Studio_Deen,Okiayu_Ryotaro Morikawa_Toshiyuki Itou_Kentarou Canna_Nobutoshi Inoue_Kazuhiko Sakurai_Takahiro Kishio_Daisuke Hanada_Hikaru 
7.15,D.C.S.S:_Da_Capo_Second_Season,TV,Comedy Harem Romance Supernatural Drama,feel.,Miyazaki_Ui Nogawa_Sakura Tai_Yuuki Horie_Yui Tamura_Yukari 
7.93,Nodame_Cantabile_Finale_Special,Special,Comedy Josei Music Romance,J.C.Staff,Seki_Tomokazu Kobayashi_Sanae Kawada_Shinji Kawasumi_Ayako 
7.42,Kimi_ni_Todoke_2nd_Season_Specials,Special,Comedy Romance Shoujo,Production_I.G,Namikawa_Daisuke Noto_Mamiko Hirano_Aya 
7.04,Zero_no_Tsukaima:_Princesses_no_Rondo_Picture_Drama,Special,Action Adventure Comedy Drama Ecchi Fantasy Harem Magic Romance School,J.C.Staff,Hino_Satoshi Kugimiya_Rie 
7.37,Slayers_Revolution,TV,Adventure Comedy Fantasy,FUNimation_Entertainment NYAV_Post J.C.Staff,Matsumoto_Yasunori Midorikawa_Hikaru Hayashibara_Megumi Kobayashi_Yumiko Suzuki_Masami 
7.74,Love_Stage!!_OVA,OVA,Comedy Romance Shounen_Ai,Sentai_Filmworks J.C.Staff,Eguchi_Takuya Hirakawa_Daisuke Yonaga_Tsubasa DAIGO 
7.04,Vampire_Knight:_Gekiai_no_Portrait,Special,Comedy Vampire Shoujo,Nihon_Ad_Systems Studio_Deen,Fukuyama_Jun Chiba_Susumu Kishio_Daisuke 
7.01,Kanamemo,TV,Ecchi Comedy Slice_of_Life Shoujo_Ai,Starchild_Records TV_Tokyo_Music feel.,Mizuhara_Kaoru Kitamura_Eri Hirohashi_Ryou Kugimiya_Rie Endou_Aya Toyosaki_Aki Horie_Yui 
7.34,One_Piece_3D:_Mugiwara_Chase,Movie,Action Adventure Comedy Fantasy Shounen,Toei_Animation,Cho Yamaguchi_Tomomitsu Yao_Kazuki Tanaka_Mayumi Okamura_Akemi Yamaguchi_Yuriko Nakai_Kazuya Hirata_Hiroaki Yamaguchi_Tomomitsu Ootani_Ikue Yamaguchi_Kappei 
7.36,Seitokaichou_ni_Chuukoku,OVA,Comedy Drama Romance School Yaoi,PrimeTime,Sugita_Tomokazu Toriumi_Kousuke 
6.83,Bananya,TV,Slice_of_Life Comedy Kids,TMS_Entertainment DAX_Production Gathering,Kaji_Yuki Murase_Ayumu 
7.23,Tamayura,OVA,Slice_of_Life Comedy Drama,Shochiku TYO_Animations flying_DOG BIGLOBE Nozomi_Entertainment Hal_Film_Maker,Asumi_Kana Iguchi_Yuka Gibu_Yuko Taketatsu_Ayana 
6.80,Sakamoto_desu_ga?_Special,Special,Comedy School Seinen,TBS DAX_Production King_Records Studio_Deen,Midorikawa_Hikaru 
7.34,One_Piece:_Yume_no_Soccer_Ou!,Movie,Comedy Fantasy Shounen Sports,Toei_Animation,Tanaka_Mayumi Okamura_Akemi Nakai_Kazuya Hirata_Hiroaki Ootani_Ikue Yamaguchi_Kappei 
7.25,Pumpkin_Scissors,TV,Action Comedy Military Drama,GDH ADV_Films FUNimation_Entertainment Gonzo AIC Nomad,Itou_Shizuka Miyake_Kenta Toriumi_Kousuke 
7.42,Kuroko_no_Basket:_Oshaberi_Shiyokka,Special,Comedy School Sports Shounen,Production_I.G,Ono_Yuuki Ono_Kensho 
6.64,Futakoi,TV,Comedy Romance School,Lantis Telecom_Animation_Film,Takagi_Motoki Horie_Yui Koshimizu_Ami Itsuki_Yui Tsunakake_Hiromi 
7.38,Yamada-kun_to_7-nin_no_Majo,ONA,Comedy School Shounen Supernatural,Kodansha LIDENFILMS,Hayami_Saori Osaka_Ryota 
5.82,Cheating_Craft,TV,Action Comedy School,Haoliners_Animation_League Blade,Yamaguchi_Tomohiro 
7.15,Hayate_no_Gotoku!_Cuties,TV,Comedy Harem Parody Romance Shounen,TV_Tokyo Sentai_Filmworks Manglobe,Shiraishi_Ryoko Tanaka_Rie Kugimiya_Rie 
7.01,Neo_Angelique_Abyss,TV,Fantasy Comedy Harem Romance Shoujo,Koei Sentai_Filmworks Yumeta_Company,Endou_Aya Irino_Miyu Ono_Daisuke Onosaka_Masaya Ookawa_Tooru Takahashi_Hiroki 
6.66,Ooyasan_wa_Shishunki!,TV,Slice_of_Life Comedy,Genco bilibili Seven_Arcs_Pictures,Kondou_Takashi Kubo_Yurika Nabatame_Hitomi 
8.02,Shijou_Saikyou_no_Deshi_Kenichi_OVA,OVA,Action Martial_Arts Comedy School Shounen,Brain,s_Base 
7.65,Fushigi_no_Umi_no_Nadia,TV,Adventure Comedy Historical Romance Sci-Fi,NHK Sogo_Vision ADV_Films Sentai_Filmworks Gainax,Mizutani_Yuuko Sakurai_Toshiharu Takamori_Yoshino Hidaka_Noriko 
7.25,Ikoku_Irokoi_Romantan,OVA,Comedy Romance Yaoi,ANIK PrimeTime,Itou_Kentarou Suwabe_Junichi 
7.87,Piano_no_Mori,Movie,Adventure Music Comedy Drama School Seinen,Sony_Music_Entertainment Cyclone_Graphics_inc Madhouse,Kamiki_Ryunosuke Ueto_Aya 
6.56,Happiness!,TV,Comedy Harem Magic Romance School,Delfi_Sound Maiden_Japan Artland,Naruse_Mia Sakakibara_Yui Gotou_Mai Ohara_Takashi Yuimoto_Michiru 
6.31,Komori-san_wa_Kotowarenai!,TV,Slice_of_Life Comedy School,Genco DAX_Production bilibili Artland,Uchida_Aya Naganawa_Maria Ozawa_Ari 
6.93,Asobi_ni_Iku_yo!:_Asobi_ni_Oide,OVA,Comedy Ecchi Harem Romance Sci-Fi,AIC Lantis Media_Factory Pony_Canyon AT-X KlockWorx FUNimation_Entertainment AIC_Plus+,Itou_Kanae Hanazawa_Kana Tamura_Mutsumi Tomatsu_Haruka 
7.47,Tengen_Toppa_Gurren_Lagann:_Mitee_Mono_wa_Miteen_da!!,Special,Action Adventure Comedy Mecha Sci-Fi,Gainax,Konishi_Katsuyuki Inoue_Marina Kakihara_Tetsuya 
7.20,Tokimeki_Memorial:_Only_Love,TV,Comedy Harem Romance School,Konami Studio_Pierrot AIC_A.S.T.A.,Makishima_Yuki Miyano_Mamoru Kadowaki_Mai Shiono_Anri Fujita_Saki 
8.27,One_Piece:_Episode_of_Nami_-_Koukaishi_no_Namida_to_Nakama_no_Kizuna,Special,Action Adventure Comedy Drama Fantasy Shounen Super_Power,Fuji_TV Toei_Animation,Kosugi_Juurouta Tanaka_Mayumi Okamura_Akemi Nakai_Kazuya Hirata_Hiroaki Yamaguchi_Kappei 
7.65,Marmalade_Boy,TV,Comedy Drama Romance Shoujo,Asahi_Broadcasting_Corporation TOKYOPOP Toei_Animation,Kouda_Mariko Okiayu_Ryotaro 
8.49,Major_S6,TV,Comedy Drama Sports,NHK SynergySP,Morikubo_Showtaro 
6.69,Final_Approach,TV,Comedy Drama Romance Slice_of_Life,Trinet_Entertainment Zexcs,Nogawa_Sakura Kishio_Daisuke 
7.39,Fullmetal_Alchemist:_Reflections,Special,Adventure Fantasy Comedy Military Drama Shounen,Bones,Kugimiya_Rie Park_Romi 
6.93,I_My_Me!_Strawberry_Eggs,TV,Comedy Drama Romance School Slice_of_Life,Pioneer_LDC Geneon_Entertainment_USA TNK,Kishi_Yuuji Masuda_Yuki Watanabe_Akeno Kujira 
7.42,Matantei_Loki_Ragnarok,TV,Comedy Magic Mystery Shounen Supernatural,TV_Tokyo Rakuonsha ADV_Films Sentai_Filmworks Studio_Deen,Horie_Yui Sakurai_Takahiro Fuchizaki_Yuriko Miki_Shinichiro 
8.09,Prince_of_Tennis:_The_National_Tournament,OVA,Action Comedy Shounen Sports,Shueisha Production_I.G,Minagawa_Junko Kaida_Yuki Tsuda_Kenjirou Kiyasu_Kohei Kawamoto_Naru Takahashi_Hiroki Onosaka_Masaya Kondou_Takayuki Okiayu_Ryotaro 
7.11,Naruto_Soyokazeden_Movie:_Naruto_to_Mashin_to_Mitsu_no_Onegai_Dattebayo!!,Movie,Action Comedy Martial_Arts Shounen Super_Power,Viz_Media Studio_Pierrot,Nakamura_Chie Sugiyama_Noriaki Takeuchi_Junko 
7.65,Non_Non_Biyori:_Okinawa_e_Ikukoto_ni_Natta,OVA,Comedy School Seinen Slice_of_Life,Media_Factory Silver_Link.,Murakawa_Rie Asumi_Kana Sakura_Ayane Koiwai_Kotori 
7.14,Dragon_Ball:_Ossu!_Kaettekita_Son_Gokuu_to_Nakama-tachi!!,Special,Action Adventure Comedy Fantasy,Shueisha Toei_Animation,Nozawa_Masako Nozawa_Masako Morita_Masakazu Kusao_Takeshi Horikawa_Ryo 
6.37,Asa_made_Jugyou_Chu!,OVA,Comedy Ecchi Romance School,GoHands,Shimoda_Asami Asakura_Azumi Mimori_Suzuko 
8.26,Detective_Conan_Movie_05:_Countdown_to_Heaven,Movie,Adventure Police Comedy Mystery Shounen,FUNimation_Entertainment TMS_Entertainment,Takayama_Minami Yamaguchi_Kappei Hayashibara_Megumi Takagi_Wataru Yamazaki_Wakana Kamiya_Akira Ootani_Ikue Iwai_Yukiko 
8.16,Detective_Conan_Movie_04:_Captured_in_Her_Eyes,Movie,Adventure Police Comedy Mystery Shounen,Polygram_Japan FUNimation_Entertainment TMS_Entertainment,Takayama_Minami Yamaguchi_Kappei Yamazaki_Wakana 
7.06,Namiuchigiwa_no_Muromi-san,TV,Comedy Fantasy Slice_of_Life,Starchild_Records Studio_Tulip Half_H.P_Studio Tatsunoko_Production,Mizushima_Takahiro Tamura_Yukari 
6.66,Koukaku_no_Pandora,TV,Action Comedy Ecchi Sci-Fi,Lantis Rakuonsha AT-X KlockWorx FUNimation_Entertainment Studio_Gokumi AXsiZ,Numakura_Manami Fuku_Sanae 
7.07,Overlord:_Ple_Ple_Pleiades,Special,Action Comedy Magic Fantasy,FUNimation_Entertainment Studio_PuYUKAI,Hara_Yumi Hino_Satoshi 
7.15,Sore_ga_Seiyuu!,TV,Slice_of_Life Comedy,Evil_Line_Records FUNimation_Entertainment Gonzo,Takahashi_Rie Kouno_Marika Nagaku_Yuki 
7.09,Dragon_Ball_Movie_3:_Makafushigi_Daibouken,Movie,Action Adventure Comedy Fantasy Sci-Fi Shounen Super_Power,FUNimation_Entertainment Toei_Animation,Ginga_Banjou Tsuru_Hiromi Emori_Hiroko Tanaka_Mayumi Koyama_Mami Nozawa_Masako Otsuka_Chikao Suzuoki_Hirotaka Nagai_Ichiro Horie_Mitsuko 
7.32,Tamayura:_Hitotose,TV,Slice_of_Life Comedy Drama,BIGLOBE Nozomi_Entertainment TYO_Animations,Asumi_Kana Iguchi_Yuka Gibu_Yuko Taketatsu_Ayana 
7.47,Zettai_Karen_Children,TV,Action Comedy Shounen Supernatural,TV_Tokyo Geneon_Universal_Entertainment Shogakukan_Productions Half_H.P_Studio Sentai_Filmworks SynergySP,Hirano_Aya Kugimiya_Rie Nakamura_Yuuichi Shiraishi_Ryoko Tomatsu_Haruka 
7.30,Hatenkou_Yuugi,TV,Adventure Comedy Drama Fantasy Romance Shoujo,Frontier_Works Sotsu Sentai_Filmworks Studio_Deen,Sakurai_Takahiro Kaida_Yuuko Miki_Shinichiro Kobayashi_Sanae 
7.77,Tenchi_Muyou!_Ryououki,OVA,Action Comedy Sci-Fi Shounen Space,Pioneer_LDC FUNimation_Entertainment Geneon_Entertainment_USA AIC,Kobayashi_Yuko Orikasa_Ai Mizutani_Yuuko Takada_Yumi Yokoyama_Chisa Kikuchi_Masami 
6.88,Ichiban_Ushiro_no_Daimaou_Specials,Special,Comedy Ecchi Fantasy Magic Shounen,Marvelous_Entertainment Hobby_Japan Artland,Itou_Shizuka Hikasa_Yoko Yuuki_Aoi Yonaga_Tsubasa Kondou_Takashi Toyosaki_Aki 
7.33,Dragon_Ball_Movie_4:_Saikyou_e_no_Michi,Movie,Action Adventure Comedy Fantasy Sci-Fi Shounen Super_Power,FUNimation_Entertainment Toei_Animation,Tsuru_Hiromi Tatsuta_Naoki Nozawa_Masako 
6.38,Accel_World:_Acchel_World.,Special,Sci-Fi Comedy,Viz_Media J.C.Staff,Kaji_Yuki Toyosaki_Aki Misawa_Sachika Asanuma_Shintaro 
7.28,Shakugan_no_Shana_SP:_Koi_to_Onsen_no_Kougai_Gakushuu!,OVA,Comedy Ecchi Fantasy Romance Slice_of_Life,Geneon_Entertainment_USA J.C.Staff,Nojima_Hirofumi Kobayashi_Yumiko Hino_Satoshi Nojima_Kenji Kugimiya_Rie Kondou_Takayuki Kawasumi_Ayako 
7.73,Crayon_Shin-chan,TV,Comedy Ecchi Kids School Shounen Slice_of_Life,TV_Asahi FUNimation_Entertainment Shin-Ei_Animation,Fujiwara_Keiji Morikawa_Toshiyuki Koorogi_Satomi Narahashi_Miki Yajima_Akiko 
7.62,Acchi_Kocchi_(TV):_Place=Princess,Special,Slice_of_Life Comedy Romance School Seinen,AIC,Fukuhara_Kaori Asanuma_Shintaro Nabatame_Hitomi Ookubo_Rumi Okamoto_Nobuhiko 
6.96,Toaru_Kagaku_no_Railgun:_Motto_Marutto_Railgun,Special,Comedy,J.C.Staff,Satou_Rina Itou_Kanae Arai_Satomi Toyosaki_Aki 
8.00,Detective_Conan_Movie_02:_The_Fourteenth_Target,Movie,Adventure Police Comedy Mystery Shounen,FUNimation_Entertainment TMS_Entertainment,Takayama_Minami Yamaguchi_Kappei Yamazaki_Wakana Kamiya_Akira 
7.25,Momokuri,ONA,Slice_of_Life Comedy Romance,Lantis comico Sentai_Filmworks Satelight,Kakuma_Ai Okamoto_Nobuhiko 
6.81,Shingeki_no_Kyojin_Picture_Drama,Special,Parody Comedy,Studio_Moriken FUNimation_Entertainment Production_I.G,Ishikawa_Yui Inoue_Marina Kaji_Yuki 
8.04,Seitokai_Yakuindomo*_OVA,OVA,Comedy School Shounen Slice_of_Life,Starchild_Records GoHands,Hikasa_Yoko Yahagi_Sayuri Sato_Satomi Asanuma_Shintaro 
7.82,Mitsudomoe_Zouryouchuu!,TV,Slice_of_Life Comedy School,Lantis Cospa Studio_Mausu Bridge,Takagaki_Ayahi Tomatsu_Haruka Akesaka_Satomi Shimono_Hiro 
6.64,Fudanshi_Koukou_Seikatsu,TV,Slice_of_Life Comedy School Shoujo,DAX_Production Dream_Creation bilibili EMT²,Hatano_Wataru 
7.11,Dungeon_ni_Deai_wo_Motomeru_no_wa_Machigatteiru_Darou_ka_OVA,OVA,Action Adventure Comedy Romance Fantasy,J.C.Staff,Matsuoka_Yoshitsugu Minase_Inori 
7.44,Hayate_no_Gotoku!!:_Atsu_ga_Natsuize_-_Mizugi-hen!,OVA,Action Comedy Harem Parody Romance,J.C.Staff,Shiraishi_Ryoko Itou_Shizuka Tanaka_Rie Kugimiya_Rie 
7.42,Hori-san_to_Miyamura-kun,OVA,Comedy Romance School Shounen,Hoods_Entertainment,Seto_Asami Matsuoka_Yoshitsugu 
7.94,Little_Busters!:_EX,Special,Comedy Drama Romance School Slice_of_Life Supernatural,Sentai_Filmworks J.C.Staff,Suzuki_Keiko Horie_Yui Tokui_Sora Sakurai_Harumi 
7.40,Sekirei:_Pure_Engagement_-_Kanwa_ni_Dai,Special,Comedy Ecchi Harem,FUNimation_Entertainment Seven_Arcs,Yukana Hanazawa_Kana Endou_Aya Hayami_Saori Tachibana_Shinnosuke Inoue_Marina 
7.75,Kuroko_no_Basket:_Baka_ja_Katenai_no_yo!,OVA,Sports Comedy School Shounen,Production_I.G,Ono_Yuuki Ono_Kensho 
8.16,Detective_Conan_Movie_03:_The_Last_Wizard_of_the_Century,Movie,Adventure Police Comedy Mystery Shounen,FUNimation_Entertainment TMS_Entertainment,Takayama_Minami Yamaguchi_Kappei Yamazaki_Wakana Kamiya_Akira 
6.78,Akame_ga_Kill!_Theater,ONA,Comedy,TOHO_animation Sentai_Filmworks White_Fox C-Station,Amamiya_Sora Asakawa_Yuu Matsuoka_Yoshitsugu Tamura_Yukari Saito_Soma 
6.54,Akaneiro_ni_Somaru_Saka:_Hardcore,Special,Comedy Ecchi Harem Romance,Marvelous_Entertainment Sentai_Filmworks TNK,Katou_Emiri Kugimiya_Rie Inoue_Marina Hirano_Aya Hatano_Wataru Fukuhara_Kaori Tanaka_Rie Hirohashi_Ryou Hazuki_Erino 
7.05,Yu☆Gi☆Oh!_(1999),Movie,Adventure Comedy Fantasy Game Shounen,Toei_Animation,Yamada_Eiko Morikawa_Toshiyuki Midorikawa_Hikaru Ogata_Megumi Ogata_Megumi 
6.75,Kemeko_Deluxe!,TV,Action Comedy Ecchi Romance School Sci-Fi Shounen,Geneon_Universal_Entertainment YTV KlockWorx AC_Create Yomiuri_Advertising Hal_Film_Maker,Saito_Chiwa Kitamura_Eri Takahashi_Mikako Tomatsu_Haruka 
7.08,IS:_Infinite_Stratos_2_-_Hitonatsu_no_Omoide,OVA,Action Sci-Fi Harem Comedy Mecha,Lantis Sentai_Filmworks 8bit,Yukana Inoue_Marina Hanazawa_Kana Shimoda_Asami Uchiyama_Kouki Hikasa_Yoko 
6.71,Sengoku_Otome:_Momoiro_Paradox,TV,Action Comedy Historical Samurai Sci-Fi Super_Power,Sentai_Filmworks TMS_Entertainment,Kitamura_Eri Hidaka_Rina Toyoguchi_Megumi 
7.03,Dragon_Ball_Movie_2:_Majinjou_no_Nemuri_Hime,Movie,Action Adventure Comedy Fantasy Sci-Fi Shounen Super_Power,FUNimation_Entertainment Toei_Animation,Tsuru_Hiromi Tanaka_Mayumi Nozawa_Nachi Koyama_Mami Nozawa_Masako 
7.22,Shakugan_no_Shana_Specials,Special,Comedy Parody,Geneon_Universal_Entertainment FUNimation_Entertainment J.C.Staff,Noto_Mamiko Hino_Satoshi Kugimiya_Rie Kawasumi_Ayako 
8.37,Gintama:_Shiroyasha_Koutan,Special,Action Sci-Fi Comedy Historical Parody,Sunrise,Kugimiya_Rie Sugita_Tomokazu Yaguchi_Asami Sakaguchi_Daisuke 
8.01,Magic_Kaito,Special,Adventure Comedy Romance Shounen,TMS_Entertainment,Yamaguchi_Kappei Ishizuka_Unshou Fujimura_Ayumi 
7.34,Tactics,TV,Comedy Drama Fantasy Mystery Shounen Super_Power,Studio_Izena MediaNet Studio_Deen,Mizuki_Nana Sakurai_Takahiro Miyata_Kouki Kawakami_Tomoko 
6.88,Sword_Art_Online:_Sword_Art_Offline_-_Extra_Edition,Special,Comedy,I_was_a_Ballerina Aniplex_of_America A-1_Pictures,Taketatsu_Ayana Matsuoka_Yoshitsugu Itou_Kanae Tomatsu_Haruka 
6.98,Futsuu_no_Joshikousei_ga_[Locodol]_Yattemita.,TV,Comedy Seinen,TBS DAX_Production Nippon_Columbia Fuji_Creative_Corporation Sentai_Filmworks feel.,Misawa_Sachika Yoshioka_Maya Minase_Inori Itou_Miku 
6.83,Yama_no_Susume,TV,Adventure Comedy Slice_of_Life,Earth_Star_Entertainment 8bit,Ogura_Yui Asumi_Kana Hikasa_Yoko Iguchi_Yuka 
7.06,Sensitive_Pornograph,OVA,Comedy Drama Hentai Romance Yaoi,Phoenix_Entertainment Media_Blasters Ajia-Do,Hiyama_Nobuyuki Taniyama_Kishou Kawada_Shinji Suzumura_Kenichi 
7.48,Zoids,TV,Action Adventure Comedy Mecha Sci-Fi,Viz_Media Geneon_Entertainment_USA Xebec,Kishio_Daisuke Ohmoto_Makiko 
7.14,Kamen_no_Maid_Guy,TV,Action Comedy Ecchi Super_Power,Geneon_Universal_Entertainment Frontier_Works Rondo_Robe AT-X KlockWorx Madhouse,Toyoguchi_Megumi Sakaguchi_Daisuke Iguchi_Yuka Koyama_Rikiya 
6.66,HenSemi_(TV),TV,Comedy Ecchi Seinen,Xebec,Kawaragi_Shiho Mori_Norihisa Shintani_Ryouko Hanazawa_Kana Matsuyama_Takashi Takaguchi_Yukiko Ishida_Akira Shiraishi_Minoru Yazawa_Rieka 
8.18,Kodomo_no_Omocha_(TV),TV,Comedy Drama Romance Shoujo,TV_Tokyo Nihon_Ad_Systems Pony_Canyon FUNimation_Entertainment Studio_Gallop,Nakazaki_Tatsuya Oda_Shizue Kino_Hana Misawa_Mayumi Naitou_Ryou 
6.78,Bakuten_Shoot_Beyblade_2002,TV,Action Adventure Comedy Sci-Fi Shounen Sports,d-rights Heewon_Entertainment Nelvana Nippon_Animation,Takano_Urara Kumai_Motoko Hisakawa_Aya Kuwashima_Houko Komatsu_Yuka Orikasa_Ai Kaida_Yuki Kikuchi_Shiho 
7.60,Kidou_Senkan_Nadesico,TV,Action Comedy Mecha Military Parody Romance Sci-Fi Shounen Space,Starchild_Records Yomiko_Advertising Audio_Tanaka ADV_Films Nozomi_Entertainment Xebec,Kuwashima_Houko Ueda_Yuji 
8.35,Major_S4,TV,Sports Comedy Drama Shounen,NHK SynergySP,Morikubo_Showtaro Kumai_Motoko Enomoto_Atsuko Ishii_Kouji 
6.76,Baka_to_Test_to_Shoukanjuu:_Mondai_-_Christmas_ni_Tsuite_Kotae_Nasai,ONA,Comedy Romance,FUNimation_Entertainment Silver_Link.,Harada_Hitomi Katou_Emiri Mizuhashi_Kaori Shimono_Hiro 
7.17,Uta_no☆Prince-sama♪_Maji_Love_Revolutions,TV,Comedy Harem Music Romance School Shoujo,Showgate Sentai_Filmworks A-1_Pictures,Toriumi_Kousuke Maeno_Tomoaki Suzumura_Kenichi Miyano_Mamoru Terashima_Takuma Suwabe_Junichi Suzuki_Tatsuhisa Shimono_Hiro Aoi_Shouta Sawashiro_Miyuki Taniyama_Kishou 
6.74,Freezing_Specials,Special,Action Comedy Ecchi,Media_Factory FUNimation_Entertainment A.C.G.T.,Ichiki_Mitsuhiro Noto_Mamiko Hanazawa_Kana Kitamura_Eri 
6.25,11eyes:_Momoiro_Genmutan,Special,Ecchi Comedy Super_Power Supernatural,Marvelous_Entertainment Sentai_Filmworks Doga_Kobo,Ichimura_Oma Asakawa_Yuu Gotou_Mai Hagiwara_Emiko Ono_Daisuke Rikimaru_Noriko Morikubo_Showtaro 
7.47,D-Frag!_OVA,OVA,Comedy Game Seinen,Media_Factory Brain,s_Base 
7.46,Higurashi_no_Naku_Koro_ni_Kai_Specials,Special,Comedy Parody,Geneon_Universal_Entertainment Studio_Deen,Tamura_Yukari Kanai_Mika Hoshi_Soichiro Nakahara_Mai Yukino_Satsuki 
